"Stock","Avg","Stdev","Sharpe","Sortino","Pos","Neg","Alpha","beta","alpha.monthly","beta.monthly"
"SAIL.NS",0.00087234064123067,0.406713012312995,-0.169466629120303,-0.20832314600319,24,36,-0.102666981783825,1.53528557003954,0.152294976363377,2.47423280426265
"SBIN.NS",0.101816662570491,0.327778197744964,0.0976881285378435,0.102693157770927,30,30,-0.0292738819450401,1.53442129354375,-0.105731088975464,1.74390648602116
"SHREECEM.NS",0.262126311299204,0.278072583809145,0.691652822465702,0.752976727621709,35,25,0.199146770347863,0.822854161974282,-0.171731707900738,1.3965356239855
"RELINFRA.NS",-0.0221174648126069,0.44748634541419,-0.20540087895824,-0.213418380101724,25,35,-0.147470122635056,1.80241853240173,-0.277686922984522,1.8356023827587
"RAYMOND.NS",0.211867085134298,0.335224171153049,0.423807331041639,0.445985527345824,33,27,0.135161615928467,1.18943539133077,0.287698713521894,1.61346512302334
"SIEMENS.NS",0.0962687956421981,0.304012896726329,0.0870758183944743,0.089902304177229,32,28,-0.00100733703537357,1.34089652127756,-0.296104720404789,1.85619211476578
"SOUTHBANK.NS",-0.0473929958044339,0.309951667593614,-0.378089979549206,-0.365367801800848,26,34,-0.134904092561355,1.14113764430474,0.0616585204231095,1.42630208673361
"SRF.NS",0.477191598094799,0.412399695844204,0.987864390645491,1.21128376117243,37,23,0.424389830155325,1.25931321089832,-0.0649713016696271,0.980903765881036
"SRTRANSFIN.NS",0.154486954436534,0.336389348057928,0.251762819091026,0.29908510011855,29,31,0.083023510529596,1.19381606399463,-0.0561679389383888,1.62131958179991
"SUNPHARMA.NS",-0.0114257144893354,0.291571769601453,-0.278567223629489,-0.276000710287104,26,34,-0.0605777480476697,0.744095887049383,-0.264017904104024,0.368107409609685
"TATAGLOBAL.NS",0.0957828935623373,0.299084007464781,0.0868861893530672,0.0907013636965295,29,31,0.00244547584128111,1.17672275554101,0.531548775009175,0.833891168355875
"TATAMOTORS.NS",-0.153049522030267,0.36119028622119,-0.616977129199636,-0.597152192978672,26,34,-0.268045940473445,1.48270431340081,-0.43742121799026,1.65411240302553
"TATAMTRDVR.NS",-0.140396755129641,0.35188348806127,-0.59733799998686,-0.599240471917054,24,36,-0.258094384036219,1.52281472051235,-0.517795644937864,1.5623743364063
"UNIONBANK.NS",-0.060396423322958,0.489685280718152,-0.265870860952366,-0.273434045749431,27,33,-0.189473356896707,1.90977816335466,-0.324181891800702,2.25897616353219
"VEDL.NS",0.0993125421410855,0.443100538203648,0.0666122374923451,0.0602492765609373,24,18,-0.00529323882861254,2.01759455991377,0.524017901019556,0.356529849134502
"STAR.NS",0.0591252801878238,0.455091974448872,-0.023448762598764,-0.0237461233167478,28,32,0.00121181386912306,1.09830930170517,-0.140507475879674,-0.100853003676993
"UJJIVAN.NS",-0.124956545274136,0.482273147881232,-0.403823372682105,-0.40464543261293,12,18,-0.150136078172114,1.89542893055907,-0.337955771259661,1.41798659913095
"ESCORTS.NS",0.35323634356237,0.453840815932578,0.624535541437948,0.696293559543337,32,28,0.250702006414845,1.44746359219266,0.0659217429801501,3.28046581979631
"UBL.NS",0.102900105846661,0.299498850345788,0.110529579499765,0.123307423990005,29,31,0.0631034116464832,0.837308865465885,-0.0250333465094028,1.04214497132372
"UPL.NS",0.317136371194941,0.311643451413083,0.793662585291464,1.08108469667194,33,27,0.237462689993424,1.12928820452671,-0.134707852815445,1.49245665308268
"WIPRO.NS",0.0799675611174494,0.204948378419704,0.0496268247575137,0.0537715369750066,27,33,0.0369565003961195,0.490821930116103,0.064788800930089,0.969670687503374
"BALKRISIND.NS",0.388549030294222,0.378769882337526,0.841546335389201,1.01831625922681,32,28,0.363799513855343,0.626290789355386,0.724629042144396,-0.205116657118284
"CANFINHOME.NS",0.444877951911543,0.401902174277267,0.933265237314942,1.15059965536323,34,26,0.385119638539847,1.23022015810006,0.209159387005105,0.579604599899227
"IDFCBANK.NS",-0.15251698284637,0.392252383380774,-0.566761646640754,-0.575181992038908,15,21,34.4683999953409,-28.0556181252174,-0.505053440873838,1.27670772131271
"KPIT.NS",0.0876690651391885,0.472057383593867,0.0378607387640967,0.030214393466345,35,25,0.0507222882356177,0.947678695505431,0.225563202268709,0.566999049021793
"TATAPOWER.NS",0.0108126093894028,0.30366537660973,-0.194240170303253,-0.203379121556608,27,33,-0.0896159027559253,1.22386495758457,0.0830062092831236,0.63707750283436
"GMRINFRA.NS",-0.0427440784636181,0.50573247158212,-0.22253010958309,-0.229447934590279,26,34,-0.156622629859627,1.75920419150822,0.223965586257111,1.43975384807073
"LUPIN.NS",0.00531757471792282,0.302074126359875,-0.213454392523968,-0.210425489633993,27,33,-0.0384991112588218,0.69486770681233,-0.485650363674633,0.473575866815512
"BEL.NS",0.227857151239044,0.415024187880177,0.380846543400503,0.414391519696806,31,29,0.152125691104741,1.05355373996053,0.28862205531566,0.640551184552934
"LICHSGFIN.NS",0.169103197321576,0.283931981037098,0.349754800785625,0.342030540784893,34,26,0.0331389323369513,1.43897975734827,-0.0573003413306497,0.267831090764209
"ADANIPOWER.NS",0.0572553181686091,0.655054192032161,-0.0191454475694025,-0.0222515067710642,29,31,-0.0596057741203521,1.97384639964358,0.276874995664145,0.842487432708433
"TECHM.NS",0.127401242266937,0.264170716802611,0.218058303762341,0.216026836707526,32,28,0.0919072620043846,0.613833983657409,0.295366727306011,-0.809263574620542
"MCX.NS",0.09196882446417,0.361404883933799,0.0613500303746677,0.0683015031115958,31,29,0.0434149005458692,0.996840829402585,-0.314251298825706,0.0656237661275234
"NBCC.NS",0.386668543070059,0.462758059002539,0.684746409162033,0.997616126324632,30,30,0.317985882174349,1.31761853024415,0.159000807459799,0.971803109223731
"PCJEWELLER.NS",0.11796203642916,0.681663561060694,0.0706586288651465,0.0582218391902316,35,25,0.212503067482217,0.953189168493188,0.283138304972887,1.395937651143
"BERGEPAINT.NS",0.265321025476759,0.271474820421772,0.720230337810735,0.799938403389786,34,26,0.223233794181863,0.814081807117173,-0.1767062797012,1.36848493662846
"NESTLEIND.NS",0.149809978950253,0.217741690828282,0.367469154798084,0.38793951210658,31,29,0.108702762882641,0.428381441742517,0.112885358706189,0.374612724335236
"VGUARD.NS",0.352550832555348,0.371214116881325,0.761701120295662,0.860285543688257,35,25,0.296822757290005,0.836903587054408,0.125827639951258,2.31612427560292
"NHPC.NS",0.118010770051964,0.291313146376459,0.165506249183754,0.177803134010868,30,30,0.0409561451829381,0.935292754388371,0.155045541379964,0.675733612995803
"SUZLON.NS",-0.120214500322754,0.584386464596818,-0.325146346966002,-0.317957062212134,29,31,-0.166192748712249,1.512547431804,-0.305076571879685,2.12389692948005
